title,authors,num_citations,pub_year,pub_id,abstract,object,novelty score
Protein arginine methyltransferase 5: A novel therapeutic target for triple‐negative breast cancers,"[{'authorId': '2069724614', 'name': 'Mathilde Vinet'}, {'authorId': '16219205', 'name': 'Samyuktha Suresh'}, {'authorId': '39697285', 'name': 'V. Maire'}, {'authorId': '81210244', 'name': 'Clarisse Monchecourt'}, {'authorId': '3342885', 'name': 'F. Némati'}, {'authorId': '4511377', 'name': 'Laëtitia Lesage'}, {'authorId': '2065171139', 'name': 'Fabienne Pierre'}, {'authorId': '39138115', 'name': 'M. Ye'}, {'authorId': '92953390', 'name': 'Auriane Lescure'}, {'authorId': '32882073', 'name': 'Amélie Brisson'}, {'authorId': '5869838', 'name': 'D. Meseure'}, {'authorId': '66010727', 'name': 'A. Nicolas'}, {'authorId': '2051218', 'name': 'G. Rigaill'}, {'authorId': '3859811', 'name': 'E. Marangoni'}, {'authorId': '6369832', 'name': 'E. Del Nery'}, {'authorId': '1399264312', 'name': 'S. Roman-Roman'}, {'authorId': '144112106', 'name': 'T. Dubois'}]",47,2019.0,feff10f72be6b81b3f976e25f9807b9f8545b8e5,"TNBC is a highly heterogeneous and aggressive breast cancer subtype associated with high relapse rates, and for which no targeted therapy yet exists. Protein arginine methyltransferase 5 (PRMT5), an enzyme which catalyzes the methylation of arginines on histone and non‐histone proteins, has recently emerged as a putative target for cancer therapy. Potent and specific PRMT5 inhibitors have been developed, but the therapeutic efficacy of PRMT5 targeting in TNBC has not yet been demonstrated. Here, we examine the expression of PRMT5 in a human breast cancer cohort obtained from the Institut Curie, and evaluate the therapeutic potential of pharmacological inhibition of PRMT5 in TNBC. We find that PRMT5 mRNA and protein are expressed at comparable levels in TNBC, luminal breast tumors, and healthy mammary tissues. However, immunohistochemistry analyses reveal that PRMT5 is differentially localized in TNBC compared to other breast cancer subtypes and to normal breast tissues. PRMT5 is heterogeneously expressed in TNBC and high PRMT5 expression correlates with poor prognosis within this breast cancer subtype. Using the small‐molecule inhibitor EPZ015666, we show that PRMT5 inhibition impairs cell proliferation in a subset of TNBC cell lines. PRMT5 inhibition triggers apoptosis, regulates cell cycle progression and decreases mammosphere formation. Furthermore, EPZ015666 administration to a patient‐derived xenograft model of TNBC significantly deters tumor progression. Finally, we reveal potentiation between EGFR and PRMT5 targeting, suggestive of a beneficial combination therapy. Our findings highlight a distinctive subcellular localization of PRMT5 in TNBC, and uphold PRMT5 targeting, alone or in combination, as a relevant treatment strategy for a subset of TNBC.",PRMT5,44.055350553505534
"α-TEA cooperates with chemotherapeutic agents to induce apoptosis of p53 mutant, triple-negative human breast cancer cells via activating p73","[{'authorId': '6923307', 'name': 'Richa Tiwary'}, {'authorId': '7985794', 'name': 'Weiping Yu'}, {'authorId': '1839297', 'name': 'B. G. Sanders'}, {'authorId': '4976845', 'name': 'K. Kline'}]",43,2011.0,8e407178cfdb92c02bca420835b172413e1cd0c2,,α-TEA,44.055350553505534
Downregulation of miR-155-5p enhances the anti-tumor effect of cetuximab on triple-negative breast cancer cells via inducing cell apoptosis and pyroptosis,"[{'authorId': '144519560', 'name': 'Wen Xu'}, {'authorId': '1491864284', 'name': 'Changfeng Song'}, {'authorId': '2108031690', 'name': 'Xiaotong Wang'}, {'authorId': '47002600', 'name': 'Yueqi Li'}, {'authorId': '152742140', 'name': 'Xue Bai'}, {'authorId': '144885424', 'name': 'Xin Liang'}, {'authorId': '2149265521', 'name': 'Jingjing Wu'}, {'authorId': '48211328', 'name': 'Jianwen Liu'}]",48,2021.0,9a808cf1fe8522fa2f49e15692f09718971a967f,"Cetuximab resistance is the main obstacle for the treatment of EGFR overexpression cancer, including triple-negative breast cancer (TNBC). MicroRNA (miRNA)-155-5p is upregulated in TNBC cells; thus, the present study explored whether the downregulation of miR-155-5p enhanced the anti-tumor effect of cetuximab in TNBC cells. MDA-MB-231 and MDA-MB-468 cells were infected with lentivirus-epidermal growth factor receptor (EGFR) for 72 h to obtain EGFR-overexpressed cell lines (MDA-MB-231 and MDA-MB-468). The inhibitory effects of cetuximab on the proliferation and migration of EGFR-overexpressed MDA-MB-468 cells were enhanced following transfection with the miR-155-5p antagomir, and miR-155-5p knockdown enhanced the pro-apoptotic effect of cetuximab on EGFR-overexpressed MDA-MB-468 cells. Further, the luciferase reporter assay revealed that gasdermin E (GSDME) was the direct binding target of miR-155-5p. The combination of cetuximab with the miR-155-5p antagomir promoted pyroptosis in EGFR-overexpressed MDA-MB-468 cells via the upregulation of GSDME-N and cleaved caspase-1. Results from the in vivo experiments confirmed that the downregulation of miR-155-5p enhanced the anti-tumor effect of cetuximab in an MDA-MB-468 xenograft model and on EGFR-overexpressed TNBC cells via inducing cell apoptosis and pyroptosis. Therefore, cetuximab combination with an miR-155-5p antagomir may be a novel therapeutic strategy for the treatment of TNBC.",cetuximab,44.055350553505534
Detachable Liposomes Combined Immunochemotherapy for Enhanced Triple-Negative Breast Cancer Treatment through Reprogramming of Tumor-Associated Macrophages.,"[{'authorId': '6737880', 'name': 'Mingshui Chen'}, {'authorId': '9766577', 'name': 'Yun-qiu Miao'}, {'authorId': '2053225226', 'name': 'Kun Qian'}, {'authorId': '2148927724', 'name': 'Xin Zhou'}, {'authorId': '2107642692', 'name': 'Linmiao Guo'}, {'authorId': '2114968531', 'name': 'Yu Qiu'}, {'authorId': '2151036864', 'name': 'Rui Wang'}, {'authorId': '144435464', 'name': 'Yong Gan'}, {'authorId': '2108216651', 'name': 'Xinxin Zhang'}]",48,2021.0,7041478303673d7add03f6818a985b0362285d14,"Triple-negative breast cancer (TNBC) is an aggressive disease with a high recurrence rate and poor outcomes in clinic. In this study, inspired by the enriched innate immune cell type tumor-associated macrophages (TAMs) in TNBC, we proposed a matrix metalloprotease 2 (MMP2) responsive integrated immunochemotherapeutic strategy to deliver paclitaxel (PTX) and anti-CD47 (aCD47) by detachable immune liposomes (ILips). In the TNBC microenvironment, the ""two-in-one"" ILips facilitated MMP2-responsive release of aCD47 to efficiently polarize M2 macrophages toward the M1 phenotype to enhance phagocytosis against tumor cells and activate the systemic T cell immune response. Together with the immune effect, the detached PTX-loaded liposomes were internalized in MDA-MB-231 cells to synergistically inhibit tumor cell proliferation and metastasis. In the TNBC-bearing mouse model, PTX-loaded ILips demonstrated superior antitumor efficacy against TNBC and inhibited tumor recurrence. Our integrated strategy represents a promising approach to synchronously enhance immune response and tumor-killing effects, improving the therapeutic efficacy against TNBC.",paclitaxel,44.055350553505534
Co-delivery of gambogic acid and TRAIL plasmid by hyaluronic acid grafted PEI-PLGA nanoparticles for the treatment of triple negative breast cancer,"[{'authorId': '6907028', 'name': 'Shengpeng Wang'}, {'authorId': '2052214644', 'name': 'Min Shao'}, {'authorId': '6880645', 'name': 'Zhangfeng Zhong'}, {'authorId': '34153289', 'name': 'Anqi Wang'}, {'authorId': '10838265', 'name': 'Jiliang Cao'}, {'authorId': '145300222', 'name': 'Yucong Lu'}, {'authorId': '4642526', 'name': 'Yitao Wang'}, {'authorId': '50560708', 'name': 'Jinming Zhang'}]",46,2017.0,281520196d47a4db9522565ed422ab0b6e76a5ec,"Abstract Tumor necrosis factor-related apoptosis-inducing ligand (TRAIL)-based combination therapy and gene therapy are new strategies to potentially overcome the limitations of TRAIL, however, the lack of efficient and low toxic vectors remains the major obstacle. In this study, we developed a hyaluronic acid (HA)-decorated polyethylenimine-poly(d,l-lactide-co-glycolide) (PEI-PLGA) nanoparticle (NP) system for targeted co-delivery of TRAIL plasmid (pTRAIL) and gambogic acid (GA) in triple-negative breast cancer (TNBC) therapy. GA was encapsulated into the core of the PEI-PLGA NPs while pTRAIL was adsorbed onto the positive NP surface via charge adsorption. The coating of HA on PEI-PLGA NPs functions as a targeting ligand by binding to CD44 receptor of TNBC cells and a shell to neutralize the excess positive charge of inner NPs. The resultant pTRAIL and GA co-loaded HA-coated PEI-PLGA NPs exhibited spherical shape (121.5 nm) and could promote the internalization of loaded cargoes into TNBC cells through the CD44-dependent endocytic pathway. The dual drug-loaded NPs significantly augmented apoptotic cell death in vitro and inhibited TNBC tumor growth in vivo. This multifunctional NP system efficiently co-delivered GA and pTRAIL, thus representing a promising strategy to treat TNBC and bringing forth a platform strategy for co-delivery of therapeutic DNA and chemotherapeutic agents in combinatorial TNBC therapy.",gambogic,44.055350553505534
Three-dimensional tumor model mimics stromal – breast cancer cells signaling,"[{'authorId': '2031825', 'name': 'Stephanie L. Ham'}, {'authorId': '2055301', 'name': 'Pradip S. Thakuri'}, {'authorId': '35441120', 'name': 'Madison Plaster'}, {'authorId': '2152755018', 'name': 'Jun Li'}, {'authorId': '5410437', 'name': 'K. Luker'}, {'authorId': '5204091', 'name': 'G. Luker'}, {'authorId': '2383908', 'name': 'Hossein Tavana'}]",46,2017.0,932e97a156cf317d3ec6a8e342715debc8969e01,"Tumor stroma is a major contributor to the biological aggressiveness of cancer cells. Cancer cells induce activation of normal fibroblasts to carcinoma-associated fibroblasts (CAFs), which promote survival, proliferation, metastasis, and drug resistance of cancer cells. A better understanding of these interactions could lead to new, targeted therapies for cancers with limited treatment options, such as triple negative breast cancer (TNBC). To overcome limitations of standard monolayer cell cultures and xenograft models that lack tumor complexity and/or human stroma, we have developed a high throughput tumor spheroid technology utilizing a polymeric aqueous two-phase system to conveniently model interactions of CAFs and TNBC cells and quantify effects on signaling and drug resistance of cancer cells. We focused on signaling by chemokine CXCL12, a hallmark molecule secreted by CAFs, and receptor CXCR4, a driver of tumor progression and metastasis in TNBC. Using three-dimensional stromal-TNBC cells cultures, we demonstrate that CXCL12 – CXCR4 signaling significantly increases growth of TNBC cells and drug resistance through activation of mitogen-activated protein kinase (MAPK) and phosphoinositide 3-kinase (PI3K) pathways. Despite resistance to standard chemotherapy, upregulation of MAPK and PI3K signaling sensitizes TNBC cells in co-culture spheroids to specific inhibitors of these kinase pathways. Furthermore, disrupting CXCL12 – CXCR4 signaling diminishes drug resistance of TNBC cells in co-culture spheroid models. This work illustrates the capability to identify mechanisms of drug resistance and overcome them using our engineered model of tumor-stromal interactions.",CXCL12,44.055350553505534
Inhibition of autophagy by chloroquine prevents resistance to PI3K/AKT inhibitors and potentiates their antitumor effect in combination with paclitaxel in triple negative breast cancer models,"[{'authorId': '2066229949', 'name': 'S. Cocco'}, {'authorId': '33589369', 'name': 'A. Leone'}, {'authorId': '46483538', 'name': 'M. Roca'}, {'authorId': '153938570', 'name': 'Rita Lombardi'}, {'authorId': '34318691', 'name': 'M. Piezzo'}, {'authorId': '145312751', 'name': 'R. Caputo'}, {'authorId': '39681452', 'name': 'C. Ciardiello'}, {'authorId': '35166166', 'name': 'S. Costantini'}, {'authorId': '4352043', 'name': 'F. Bruzzese'}, {'authorId': '5092886', 'name': 'M. Sisalli'}, {'authorId': '143633303', 'name': 'A. Budillon'}, {'authorId': '66491632', 'name': 'M. De Laurentiis'}]",49,2022.0,06c6be3387f9605d07574b711717959062560996,,chloroquine,43.555350553505534
Interleukin‐6 contributes to chemoresistance in MDA‐MB‐231 cells via targeting HIF‐1α,"[{'authorId': '2133842627', 'name': 'Ke Wang'}, {'authorId': '143944684', 'name': 'Xue Zhu'}, {'authorId': '2152981177', 'name': 'Kai Zhang'}, {'authorId': '40575258', 'name': 'Yongxiang Yin'}, {'authorId': '2144838052', 'name': 'Yu Chen'}, {'authorId': '2146319810', 'name': 'Ting Zhang'}]",47,2018.0,d332751440631f133f821500650b222bfb257911,"Chemoresistance is a critical challenge in the clinical treatment of triple‐negative breast cancer (TNBC). It has been well documented that inflammatory mediators from tumor microenvironment are involved in the pathogenesis of TNBC and might be related to chemoresistance of cancer cells. In this study, the contribution of interleukin‐6 (IL‐6), one of the principal oncogenic molecules, in chemoresistance of a TNBC cell line MDA‐MB‐231 was first investigated. The results showed that IL‐6 treatment could induce upregulation of HIF‐1α via the activation of STAT3 in MDA‐MB‐231 cells, which consequently contributed to its effect against chemotherapeutic drug‐induced cytotoxicity and cell apoptosis. However, knockdown of HIF‐1α attenuated such effect via affecting the expressions of apoptosis‐related molecules as Bax and Bcl‐2 and drug transporters as P‐gp and MRP1. This study indicated that targeting at IL‐6/HIF‐1α signaling pathway might be an effective strategy to overcome chemoresistance in TNBC therapy.",IL-6,43.555350553505534
Current shreds of evidence on the anticancer role of EGCG in triple negative breast cancer: an update of the current state of knowledge,"[{'authorId': '3503607', 'name': 'S. Bimonte'}, {'authorId': '7547313', 'name': 'M. Cascella'}, {'authorId': '35735895', 'name': 'A. Barbieri'}, {'authorId': '4125605', 'name': 'C. Arra'}, {'authorId': '47341086', 'name': 'A. Cuomo'}]",48,2020.0,59543265b77593f023de11936375f0a635fa7fe5,,EGCG,43.555350553505534
Niclosamide sensitizes triple-negative breast cancer cells to ionizing radiation in association with the inhibition of Wnt/β-catenin signaling,"[{'authorId': '48089698', 'name': 'Lina Yin'}, {'authorId': '2117958067', 'name': 'Yun Gao'}, {'authorId': '2108046690', 'name': 'Xuxia Zhang'}, {'authorId': '2152442654', 'name': 'Jing Wang'}, {'authorId': '3834022', 'name': 'Defang Ding'}, {'authorId': '2108115957', 'name': 'Yaping Zhang'}, {'authorId': '2157202118', 'name': 'Junxiang Zhang'}, {'authorId': '49177952', 'name': 'Honghong Chen'}]",46,2016.0,e42cb4436ffc3408635fb7ef017261249f2748bd,"Triple-negative breast cancer (TNBC) is one of the most difficult breast cancers to treat because there is no targeted treatment, and conventional cytotoxic chemotherapy followed by adjuvant radiation therapy is the standard of care for patients with TNBC. We herein reported that ionizing radiation (IR) induced Wnt3a, LRP6 and β-catenin expression and consequently activated Wnt/β-catenin signaling in TNBC MDA-MB-231, MDA-MB-468 and Hs578T cells. Moreover, depletion of β-catenin by shRNA sensitized TNBC cells to IR, whereas treatment of Wnt3a protein or overexpression of β-catenin resulted in radioresistance of TNBC cells. Niclosamide, a potent inhibitor of Wnt/β-catenin signaling, not only inhibited constitutive Wnt/β-catenin signaling, but also blocked IR-induced Wnt/β-catenin signaling in TNBC cells. In addition, niclosamide sensitized TNBC cells to IR, prevented Wnt3a-induced radioresistance, and overcame β-catenin-induced radioresistance in TNBC cells. Importantly, animals treated with the combination of niclosamide and γ-ray local tumor irradiation had significant inhibition of MDA-MB-231 tumor growth compared with treated with local tumor irradiation alone. These findings indicate that Wnt/β-catenin signaling pathway plays an important role in the development of radioresistance of TNBC cells, and that niclosamide had significant radiosensitizing effects by inhibiting Wnt/β-catenin signaling in TNBC cells. Our study also provides rationale for further preclinical and clinical evaluation of niclosamide in TNBC management.",niclosamide,43.555350553505534
"Comparative Effectiveness of an mTOR-Based Systemic Therapy Regimen in Advanced, Metaplastic and Nonmetaplastic Triple-Negative Breast Cancer.","[{'authorId': '9758287', 'name': 'R. Basho'}, {'authorId': '40326404', 'name': 'C. Yam'}, {'authorId': '6133110', 'name': 'M. Gilcrease'}, {'authorId': '35079648', 'name': 'R. Murthy'}, {'authorId': '35098181', 'name': 'T. Helgason'}, {'authorId': '1855793', 'name': 'D. Karp'}, {'authorId': '1397965147', 'name': 'F. Meric-Bernstam'}, {'authorId': '2554693', 'name': 'K. Hess'}, {'authorId': '116205756', 'name': 'V. Valero'}, {'authorId': '2895492', 'name': 'C. Albarracin'}, {'authorId': '3219926', 'name': 'J. Litton'}, {'authorId': '1390005035', 'name': 'M. Chávez-MacGregor'}, {'authorId': '2788997', 'name': 'D. Hong'}, {'authorId': '49319257', 'name': 'R. Kurzrock'}, {'authorId': '4172107', 'name': 'G. Hortobagyi'}, {'authorId': '4750538', 'name': 'F. Janku'}, {'authorId': '4074276', 'name': 'S. Moulder'}]",47,2018.0,a48f4375d61238bc6bd39987934dfe8231da950b,"BACKGROUND
Triple-negative breast cancer (TNBC) is a heterogeneous disease with subtypes having different ""targetable"" molecular aberrations. Metaplastic breast cancers (MpBCs) are typically TNBCs and commonly have alterations in the PI3K/Akt/mTOR pathway. We previously reported efficacy for an mTOR-based chemotherapy regimen in MpBC. To determine if tumor subtype influences prognosis, we compared treatment outcomes of patients with MpBC with those of patients with nonmetaplastic TNBC receiving an mTOR-based systemic therapy regimen.


PATIENTS AND METHODS
Patients with advanced MpBC and nonmetaplastic TNBC were treated at our institution from April 16, 2009, through November 4, 2014, using mTOR inhibition (temsirolimus or everolimus) with liposomal doxorubicin and bevacizumab (DAT/DAE). Median progression-free survival (PFS) and overall survival (OS) were estimated by the Kaplan-Meier method. Cox regression analyses were used to evaluate associations between tumor histology and outcomes. Multivariable models were adjusted for all covariates.


RESULTS
Fourteen patients with nonmetaplastic TNBC and 59 patients with advanced MpBC were treated with DAT/DAE. MpBC patients were older (p = .002) and less likely to have a history of bevacizumab use (p = .023). Median PFS for the nonmetaplastic TNBC and MpBC patients was 2.5 months and 4.8 months, respectively. This difference in PFS was statistically significant on univariable (p = .006) but not multivariable analysis (p = .087). Median OS for the nonmetaplastic TNBC and MpBC patients was 3.7 months and 10.0 months, respectively (p = .0003). MpBC remained significantly associated with improved OS on multivariable analysis (p < .0001).


CONCLUSION
In our study, DAT/DAE appeared to be more effective in MpBC compared with nonmetaplastic TNBC. These data support patient selection for targeted therapy in TNBC.


IMPLICATIONS FOR PRACTICE
Metaplastic breast cancers (MpBCs) represent <1% of all breast cancers, demonstrate mesenchymal differentiation, and are typically resistant to chemotherapy. Patients with advanced MpBC treated with an mTOR-based systemic therapy regimen had better long-term outcomes compared with patients with nonmetaplastic triple-negative breast cancer treated with the same regimen, suggesting that metaplastic histology may predict benefit from agents targeting the PI3K/Akt/mTOR pathway.",temsirolimus,43.555350553505534
Progress and pitfalls in the use of immunotherapy for patients with triple negative breast cancer,"[{'authorId': '13998346', 'name': 'E. Agostinetto'}, {'authorId': '31432481', 'name': 'A. Losurdo'}, {'authorId': '2148732062', 'name': 'G. Nader-Marta'}, {'authorId': '144114589', 'name': 'A. Santoro'}, {'authorId': '13808339', 'name': 'K. Punie'}, {'authorId': '2051275751', 'name': 'Romualdo Barroso'}, {'authorId': '48361956', 'name': 'L. Popović'}, {'authorId': '3608336', 'name': 'C. Solinas'}, {'authorId': '50664496', 'name': 'M. Kok'}, {'authorId': '2157194025', 'name': 'Vandro de Azambuja'}, {'authorId': '3994525', 'name': 'M. Lambertini'}]",49,2022.0,132ee12818cece832f2aff4d59cc2e4177417a70,"ABSTRACT Introduction Triple negative breast cancer (TNBC) is an area of high unmet medical need in terms of new effective treatment strategies. Although breast cancer is traditionally considered a ‘cold’ tumor type, TNBC is the most appropriate subtype for immunotherapeutic strategies; this is due to the high level of tumor infiltrating lymphocytes, PD-L1 expression, and tumor mutational burden compared to other breast cancer subtypes. Areas covered This review examines the available evidence on the use of immunotherapeutic strategies in early and advanced TNBC, discusses the pitfalls and limitations often encountered in clinical research, and summarizes data on novel promising immunomodulatory approaches that have been explored in early-phase trials. Expert opinion PD-1-blockade is approved for stage II/III TNBC and for first-line treatment of PD-L1-positive TNBC patients with metastatic disease and should be considered standard of care. However, question marks and difficulties remain; these include the identification of predictive biomarkers to select patients who benefit from the addition of PD1-blockade and the balance between efficacy and long-term toxicity for an individual patient. Numerous treatment combinations and new immunotherapeutic strategies beyond PD1 blockade are being evaluated, thus reflecting a promising evolution towards a more personalized approach, and extended clinical benefit in TNBC. Abbreviations:Triple-negative breast cancer (TNBC); breast cancers (BCs); estrogen receptor (ER); progesterone receptor (PgR); human epidermal growth factor-2 (HER-2); basal-like 1 (BL1), basal-like 2 (BL2); mesenchymal (MES); mesenchymal stem-like (MSL); immunomodulatory (IM); luminal androgen receptor (LAR); basal-like immunosuppressed (BLIS); basal-like immune-activated (BLIA); tumor-infiltrating lymphocytes (TILs); tumor mutational burden (TMB); immune cells (ICs); immunohistochemistry (IHC); overall response rate (ORR); overall survival (OS); progression-free survival (PFS); intention-to-treat (ITT); hazard ratio (HR); confidence interval (CI); Food and Drug Administration (FDA); European Medicines Agency (EMA); immune checkpoint inhibitors (ICI); Combined Positive Score (CPS); disease control rate (DCR); neoadjuvant chemotherapy (NACT); pathological complete response (pCR); event-free survival (EFS); disease-free survival (DFS); residual cancer burden (RCB); San Antonio Breast Cancer Symposium (SABCS); antibody-drug conjugates (ADCs); PARP inhibitors (PARPi); clinical benefit rate (CBR); Histone deacetylase inhibitors (HDACi); Dendritic cell (DC); talimogene laherparepvec (TVEC); granulocyte-macrophage colony-stimulating factor (GM-CSF); mismatch repair deficiency (dMMR).",PD-1-blockade,43.555350553505534
PIK3CA mutation confers resistance to chemotherapy in triple-negative breast cancer by inhibiting apoptosis and activating the PI3K/AKT/mTOR signaling pathway,"[{'authorId': '2109100045', 'name': 'Huayu Hu'}, {'authorId': '15522527', 'name': 'J. Zhu'}, {'authorId': '122375853', 'name': 'Y-S Zhong'}, {'authorId': '2061084173', 'name': 'Rui-Li Geng'}, {'authorId': '2114168869', 'name': 'Yashuang Ji'}, {'authorId': '2105525111', 'name': 'Qingyu Guan'}, {'authorId': '2047328565', 'name': 'Chenyan Hong'}, {'authorId': '2108057756', 'name': 'Yufan Wei'}, {'authorId': '2046561886', 'name': 'Ningning Min'}, {'authorId': '1999125346', 'name': 'A. Qi'}, {'authorId': '2108188618', 'name': 'Yanjun Zhang'}, {'authorId': '2108569047', 'name': 'Xiru Li'}]",49,2021.0,1a9c748f1f50e55e5584eac0d14618e13c33832d,"Background Triple-negative breast cancer (TNBC) is a malignant subtype of breast cancer, the main treatments for which are chemotherapy and surgery. PIK3CA is an oncogene that encodes the p110α subunit of class IA PI3K to regulate cell proliferation and apoptosis. Some reports have observed neoadjuvant chemotherapy (NAC) to have poor pathological complete response (pCR) rates in TNBC with PIK3CA mutation. This study aimed to explore the mechanism of how mutant PIK3CA alters chemotherapeutic susceptibility in TNBC. Methods TNBC cell lines (MDA-MB-231 and MDA-MB-468) with PIK3CA gene mutations (E545K and H1047R regions) and overexpression were established by transfection. NOD/SCID mice were used for in vivo experiments. Epirubicin was used as the chemotherapeutic agent. Cell viability, cell cycle, apoptosis, and Transwell assays were conducted for phenotype analysis. Western blot, quantitative reverse transcription-polymerase chain reaction, and immunohistochemistry were used to detect gene and protein expression levels. A clinical analysis of 50 patients with TNBC was also performed. Results Cell viability and Transwell assays showed that PIK3CA mutation promoted TNBC cell growth and conferred an enhanced migratory phenotype. Cell cycle and apoptosis assays showed that PIK3CA mutation moderately improved the proliferation ability of TNBC cells and remarkably inhibited their apoptosis. After epirubicin therapy, the proportion of early apoptotic cells decreased among cells with PIK3CA mutation. Further, xenograft tumors grew faster in NOD/SCID mice injected with mutated cell lines than in control group, suggesting that PIK3CA mutation caused chemotherapy resistance. Importantly, western blot and immunohistochemical analysis showed that cells and mouse tumors in the PIK3CA mutation groups exhibited different expression levels of apoptosis-related markers (Xiap, Bcl-2, and Caspase 3) and proteins associated with the PI3K/AKT/mTOR pathway (p110α, AKT, p-AKT, mTOR, p-mTOR, p-4E-BP1, p-p70S6K, and Pten). Moreover, prognostic analysis of 50 patients with TNBC indicated that PIK3CA mutation might be linked with relapse and death. Conclusions PIK3CA mutation confers resistance to chemotherapy in TNBC by inhibiting apoptosis and activating the PI3K/AKT/mTOR signaling pathway.",epirubicin,43.055350553505534
Proteomic-Based Biosignatures in Breast Cancer Classification and Prediction of Therapeutic Response,"[{'authorId': '49264098', 'name': 'Jianbo He'}, {'authorId': '5357930', 'name': 'S. Whelan'}, {'authorId': '2149493999', 'name': 'Ming Lu'}, {'authorId': '39388006', 'name': 'D. Shen'}, {'authorId': '6640717', 'name': 'D. Chung'}, {'authorId': '6082120', 'name': 'R. Saxton'}, {'authorId': '3458694', 'name': 'K. Faull'}, {'authorId': '4328972', 'name': 'J. Whitelegge'}, {'authorId': '2218559339', 'name': 'Helena R. Chang'}]",44,2011.0,53d1032d4f782d372e6d973eeefef32e82ea1574,"Protein-based markers that classify tumor subtypes and predict therapeutic response would be clinically useful in guiding patient treatment. We investigated the LC-MS/MS-identified protein biosignatures in 39 baseline breast cancer specimens including 28 HER2-positive and 11 triple-negative (TNBC) tumors. Twenty proteins were found to correctly classify all HER2 positive and 7 of the 11 TNBC tumors. Among them, galectin-3-binding protein and ALDH1A1 were found preferentially elevated in TNBC, whereas CK19, transferrin, transketolase, and thymosin β4 and β10 were elevated in HER2-positive cancers. In addition, several proteins such as enolase, vimentin, peroxiredoxin 5, Hsp 70, periostin precursor, RhoA, cathepsin D preproprotein, and annexin 1 were found to be associated with the tumor responses to treatment within each subtype. The MS-based proteomic findings appear promising in guiding tumor classification and predicting response. When sufficiently validated, some of these candidate protein markers could have great potential in improving breast cancer treatment.",galectin-3-binding-protein,43.055350553505534
"Featured Article: Teriflunomide, an immunomodulatory drug, exerts anticancer activity in triple negative breast cancer cells","[{'authorId': '49814502', 'name': 'O. Huang'}, {'authorId': '2109831570', 'name': 'Weili Zhang'}, {'authorId': '2488584', 'name': 'Qiaoming Zhi'}, {'authorId': '2179713045', 'name': 'Xiaofeng Xue'}, {'authorId': '121510586', 'name': 'Hongchun Liu'}, {'authorId': '2065250530', 'name': 'Daoming Shen'}, {'authorId': '144429223', 'name': 'M. Geng'}, {'authorId': '4563957', 'name': 'Zuoquan Xie'}, {'authorId': '145309458', 'name': 'M. Jiang'}]",46,2015.0,acd37a4ad34fa5915557a7b83113026b5ee6e4f4,"Triple-negative breast cancer (TNBC) is defined as a group of primary breast cancers lacking expression of estrogen, progesterone, and human epidermal growth factor receptor-2 (HER-2) receptors, characterized by higher relapse rate and lower survival compared with other subtypes. Due to lack of identified targets and molecular heterogeneity, conventional chemotherapy is the only available option for treatment of TNBC, but non-discordant positive therapeutic efficacy could not be achieved. Here, we demonstrated that these TNBC cells were sensitive to teriflunomide, which was a well-known immunomodulatory drug for treatment of relapsing multiple sclerosis (MS). Potent anti-cancer effects in TNBC in vitro, including proliferation inhibition, cell cycle delay, cell apoptosis, and suppression of cell motility and invasiveness, could be achieved with this agent. Of note, we showed that multiple signals involved in TNBC proliferation, survival, migratory, and invasive potential were under regulation by teriflunomide. Among them, we identified down-regulation of growth factor receptors to abolish growth maintenance, suppression of c-Myc, and cyclin D1 to contribute to its anti-proliferative effect, modulation of components of cell cycle to induce S-phase arrest, degradation of Bcl-xL, and up-regulation of BAX via activation of MAPK pathway to induce apoptosis, and inhibition of epithelial-mesenchymal transition (EMT) process, matrix metalloproteinase-9 (MMP9) expression, and inactivation of Src/FAK to reduce TNBC migration and invasion. The results identified teriflunomide may be of therapeutic benefit for the more aggressive and difficult-to-treat breast cancer subtype, indicating the use of teriflunomide for clinical trials for treatment of TNBC patients.",teriflunomide,43.055350553505534
