title,authors,num_citations,pub_year,pub_id,abstract
Neoadjuvant or adjuvant chemotherapy in early breast cancer?,"[{'authorId': '5377773', 'name': 'F. Montemurro'}, {'authorId': '32759207', 'name': 'I. Nuzzolese'}, {'authorId': '6679802', 'name': 'R. Ponzone'}]",79,2020,7b6304b048da357028f8eb7c6dab480b48d17aa6,"ABSTRACT Introduction The administration of chemotherapy before (neoadjuvant), rather than after surgery (adjuvant) in early breast cancer has been considered an optional strategy for patients with operable breast cancer. We reviewed this concept considering recent results in the field. Areas covered Herein, the authors cover neoadjuvant chemotherapy with or without biologics in triple-negative and HER2-positive operable breast cancer with a focus on rates of complete pathological remission (pCR) in the breast and axilla. The impact of the CREATE X and KATERINE randomized clinical trials of post-surgical treatments in patients with residual disease after neoadjuvant chemotherapy is also discussed. Expert opinion The CREATE X and KATERINE clinical trials show for the first time and with methodological strengths that, in TNBC and HER2-positive breast cancer patients, post-surgical capecitabine and T-DM1, respectively, can improve prognosis when the disease persists after neoadjuvant chemotherapy. Therefore, the role of pCR as a treatment endpoint and a guide for further treatment decisions is now demonstrated. On account of these results, neoadjuvant chemotherapy becomes not an option, but rather the preferred treatment strategy for more and more TNBC and HER2-positive breast cancer patients in clinical practice."
Combined CDK4/6 and PI3Kα Inhibition Is Synergistic and Immunogenic in Triple-Negative Breast Cancer.,"[{'authorId': '3567896', 'name': 'Z. L. Teo'}, {'authorId': '1403623796', 'name': 'Stephanie Versaci'}, {'authorId': '4989728', 'name': 'Sathana Dushyanthen'}, {'authorId': '50406902', 'name': 'F. Caramia'}, {'authorId': '4977879', 'name': 'P. Savas'}, {'authorId': '15328625', 'name': 'Christopher P. Mintoff'}, {'authorId': '25599993', 'name': 'Magnus Zethoven'}, {'authorId': '3866650', 'name': 'Balaji Virassamy'}, {'authorId': '13716412', 'name': 'S. Luen'}, {'authorId': '144371825', 'name': 'G. McArthur'}, {'authorId': '34720832', 'name': 'W. Phillips'}, {'authorId': '144641063', 'name': 'P. Darcy'}, {'authorId': '144818993', 'name': 'S. Loi'}]",144,2017,0abd804f3975b5eadad2441854e3a814d446e9a8,"New treatments for triple-negative breast cancer (TNBC) are urgently needed. Despite there being little evidence of clinical activity as single-agent therapies, we show that dual blockade of PI3Kα and CDK4/6 is synergistically effective against multiple RB1-wild-type TNBC models. Combined PI3Kα and CDK4/6 inhibition significantly increased apoptosis, cell-cycle arrest, and tumor immunogenicity and generated immunogenic cell death in human TNBC cell lines. Combination treatment also significantly improved disease control in human xenograft models compared with either monotherapy. Combined PI3Kα and CDK4/6 inhibition significantly increased tumor-infiltrating T-cell activation and cytotoxicity and decreased the frequency of immunosuppressive myeloid-derived suppressor cells in a syngeneic TNBC mouse model. Notably, combined PI3Kα and CDK4/6 inhibition, along with inhibition of immune checkpoints PD-1 and CTLA-4, induced complete and durable regressions (>1 year) of established TNBC tumors in vivo Overall, our results illustrate convergent mechanisms of PI3Kα and CDK4/6 blockade on cell-cycle progression, DNA damage response, and immune-modulation and may provide a novel therapeutic approach for TNBC. Cancer Res; 77(22); 6340-52. ©2017 AACR."
PIK3CA mutation confers resistance to chemotherapy in triple-negative breast cancer by inhibiting apoptosis and activating the PI3K/AKT/mTOR signaling pathway,"[{'authorId': '2109100045', 'name': 'Huayu Hu'}, {'authorId': '15522527', 'name': 'J. Zhu'}, {'authorId': '122375853', 'name': 'Y-S Zhong'}, {'authorId': '2061084173', 'name': 'Rui-Li Geng'}, {'authorId': '2114168869', 'name': 'Yashuang Ji'}, {'authorId': '2105525111', 'name': 'Qingyu Guan'}, {'authorId': '2047328565', 'name': 'Chenyan Hong'}, {'authorId': '2108057756', 'name': 'Yufan Wei'}, {'authorId': '2046561886', 'name': 'Ningning Min'}, {'authorId': '1999125346', 'name': 'A. Qi'}, {'authorId': '2108188618', 'name': 'Yanjun Zhang'}, {'authorId': '2108569047', 'name': 'Xiru Li'}]",47,2021,1a9c748f1f50e55e5584eac0d14618e13c33832d,"Background Triple-negative breast cancer (TNBC) is a malignant subtype of breast cancer, the main treatments for which are chemotherapy and surgery. PIK3CA is an oncogene that encodes the p110α subunit of class IA PI3K to regulate cell proliferation and apoptosis. Some reports have observed neoadjuvant chemotherapy (NAC) to have poor pathological complete response (pCR) rates in TNBC with PIK3CA mutation. This study aimed to explore the mechanism of how mutant PIK3CA alters chemotherapeutic susceptibility in TNBC. Methods TNBC cell lines (MDA-MB-231 and MDA-MB-468) with PIK3CA gene mutations (E545K and H1047R regions) and overexpression were established by transfection. NOD/SCID mice were used for in vivo experiments. Epirubicin was used as the chemotherapeutic agent. Cell viability, cell cycle, apoptosis, and Transwell assays were conducted for phenotype analysis. Western blot, quantitative reverse transcription-polymerase chain reaction, and immunohistochemistry were used to detect gene and protein expression levels. A clinical analysis of 50 patients with TNBC was also performed. Results Cell viability and Transwell assays showed that PIK3CA mutation promoted TNBC cell growth and conferred an enhanced migratory phenotype. Cell cycle and apoptosis assays showed that PIK3CA mutation moderately improved the proliferation ability of TNBC cells and remarkably inhibited their apoptosis. After epirubicin therapy, the proportion of early apoptotic cells decreased among cells with PIK3CA mutation. Further, xenograft tumors grew faster in NOD/SCID mice injected with mutated cell lines than in control group, suggesting that PIK3CA mutation caused chemotherapy resistance. Importantly, western blot and immunohistochemical analysis showed that cells and mouse tumors in the PIK3CA mutation groups exhibited different expression levels of apoptosis-related markers (Xiap, Bcl-2, and Caspase 3) and proteins associated with the PI3K/AKT/mTOR pathway (p110α, AKT, p-AKT, mTOR, p-mTOR, p-4E-BP1, p-p70S6K, and Pten). Moreover, prognostic analysis of 50 patients with TNBC indicated that PIK3CA mutation might be linked with relapse and death. Conclusions PIK3CA mutation confers resistance to chemotherapy in TNBC by inhibiting apoptosis and activating the PI3K/AKT/mTOR signaling pathway."
Current Progresses and Challenges of Immunotherapy in Triple-Negative Breast Cancer,"[{'authorId': '1885584974', 'name': 'Karan Mediratta'}, {'authorId': '1412515200', 'name': 'Sara El-Sahli'}, {'authorId': '87106263', 'name': 'Vanessa M. D’Costa'}, {'authorId': '46659783', 'name': 'Lisheng Wang'}]",69,2020,cb82368ad48c830096765a58783789e27e8d7afc,"Simple Summary The breakthrough of immunotherapy in melanoma has generated a glimmer of hope for lethal triple negative breast cancer (TNBC). This review summarizes the recent advances, challenges and potential new approaches of immunotherapy in TNBC. Abstract With improved understanding of the immunogenicity of triple-negative breast cancer (TNBC), immunotherapy has emerged as a promising candidate to treat this lethal disease owing to the lack of specific targets and effective treatments. While immune checkpoint inhibition (ICI) has been effectively used in immunotherapy for several types of solid tumor, monotherapies targeting programmed death 1 (PD-1), its ligand PD-L1, or cytotoxic T lymphocyte-associated protein 4 (CTLA-4) have shown little efficacy for TNBC patients. Over the past few years, various therapeutic candidates have been reviewed, attempting to improve ICI efficacy on TNBC through combinatorial treatment. In this review, we describe the clinical limitations of ICI and illustrate candidates from an immunological, pharmacological, and metabolic perspective that may potentiate therapy to improve the outcomes of TNBC patients."
Understanding patterns of brain metastasis in breast cancer and designing rational therapeutic strategies.,"[{'authorId': '50275366', 'name': 'E. Brosnan'}, {'authorId': '4952734', 'name': 'C. Anders'}]",104,2018,cee3e760cd880035cf506dc8b0fa897834e828fe,"One of the most feared sequelae after a diagnosis of advanced breast cancer is development of metastases to the brain as this diagnosis can affect physical function, independence, relationships, quality of life, personality, and ultimately one's sense of self. The propensity to develop breast cancer brain metastases (BCBMs) varies by subtype, occurring in up to one half of those with triple negative breast cancer (TNBC), approximately a third of HER+ breast cancers and 14% in hormone positive disease. Median survival after BCBM diagnosis can be as short as 5 months in TNBC and 10-18 months in the other subtypes. Here, we review the biology of BCBMs and how it informs the rational design of new therapeutic approaches and agents. We discuss application of novel targeted and immunotherapies by breast cancer subtype. It is noteworthy that there are no U.S. Food and Drug Administration (FDA)-approved treatments specifically for BCBMs currently. Nevertheless, there are legitimate grounds for hope as patients with BCBMs are now being included in clinical trials of systemic therapies and a better understanding of the biology and genetic underpinning of BCBMs is driving an increased range of options for patients."
Mechanistic Involvement of Long Non-Coding RNAs in Oncotherapeutics Resistance in Triple-Negative Breast Cancer,"[{'authorId': '1754202963', 'name': 'Samarth Kansara'}, {'authorId': '3204681', 'name': 'V. Pandey'}, {'authorId': '5915687', 'name': 'P. Lobie'}, {'authorId': '1854091', 'name': 'G. Sethi'}, {'authorId': '1877187', 'name': 'M. Garg'}, {'authorId': '2250252224', 'name': 'A. Pandey'}]",65,2020,65a89f027dbfa2672598d098f3ee8dc1bb5c89f6,"Triple-negative breast cancer (TNBC) is one of the most lethal forms of breast cancer (BC), with a significant disease burden worldwide. Chemoresistance and lack of targeted therapeutics are major hindrances to effective treatments in the clinic and are crucial causes of a worse prognosis and high rate of relapse/recurrence in patients diagnosed with TNBC. In the last decade, long non-coding RNAs (lncRNAs) have been found to perform a pivotal role in most cellular functions. The aberrant functional expression of lncRNAs plays an ever-increasing role in the progression of diverse malignancies, including TNBC. Therefore, lncRNAs have been recently studied as predictors and modifiers of chemoresistance. Our review discusses the potential involvement of lncRNAs in drug-resistant mechanisms commonly found in TNBC and highlights various therapeutic strategies to target lncRNAs in this malignancy."
Targeting Pyruvate Kinase M2 Phosphorylation Reverses Aggressive Cancer Phenotypes,"[{'authorId': '14351574', 'name': 'Maria Apostolidi'}, {'authorId': '8256121', 'name': 'I. Vathiotis'}, {'authorId': '3606251', 'name': 'Viswanathan Muthusamy'}, {'authorId': '3880845', 'name': 'Patricia Gaule'}, {'authorId': '5410695', 'name': 'Brandon M. Gassaway'}, {'authorId': '3573419', 'name': 'D. Rimm'}, {'authorId': '3295744', 'name': 'J. Rinehart'}]",33,2021,542031ba10e4c4330b2d4b6ef7821d4dfdd64877,"PKM2 phosphorylation marks aggressive breast cancer cell phenotypes and targeting PKM2pS37 could be an effective therapeutic approach for treating triple-negative breast cancer. Triple-negative breast cancer (TNBC) is the most aggressive breast cancer subtype with low survival rate and a lack of biomarkers and targeted treatments. Here, we target pyruvate kinase M2 (PKM2), a key metabolic component of oncogenesis. In patients with TNBC, PKM2pS37 was identified as a prominent phosphoprotein corresponding to the aggressive breast cancer phenotype that showed a characteristic nuclear staining pattern and prognostic value. Phosphorylation of PKM2 at S37 was connected with a cyclin-dependent kinase (CDK) pathway in TNBC cells. In parallel, pyruvate kinase activator TEPP-46 bound PKM2pS37 and reduced its nuclear localization. In a TNBC mouse xenograft model, treatment with either TEPP-46 or the potent CDK inhibitor dinaciclib reduced tumor growth and diminished PKM2pS37. Combinations of dinaciclib with TEPP-46 reduced cell invasion, impaired redox balance, and triggered cancer cell death. Collectively, these data support an approach to identify PKM2pS37-positive TNBC and target the PKM2 regulatory axis as a potential treatment. Significance: PKM2 phosphorylation marks aggressive breast cancer cell phenotypes and targeting PKM2pS37 could be an effective therapeutic approach for treating triple-negative breast cancer."
Flubendazole elicits anti-cancer effects via targeting EVA1A-modulated autophagy and apoptosis in Triple-negative Breast Cancer,"[{'authorId': '49370329', 'name': 'Yongqi Zhen'}, {'authorId': '114895739', 'name': 'Rongyan Zhao'}, {'authorId': '2144295774', 'name': 'Minjuan Wang'}, {'authorId': '2157945940', 'name': 'Xing Jiang'}, {'authorId': '1424337089', 'name': 'Feng Gao'}, {'authorId': '8401321', 'name': 'L. Fu'}, {'authorId': '2109005139', 'name': 'Lan Zhang'}, {'authorId': '47154924', 'name': 'Xian-Li Zhou'}]",56,2020,ce74f07835abf6ce913eee21c76c07788613ae96,"Background: Triple-negative breast cancer (TNBC) is one of the most prevalent neoplastic diseases worldwide, but efficacious treatments for this pathological condition are still challenging. The lack of an effective targeted therapy also leads to a poor prognosis for patients affected by TNBC. In the present study, we repurposed the distinctive inhibitory effects of flubendazole, a traditional anthelmintic drug, towards the putative modulation of proliferation and migration of TNBC in vitro and in vivo. Methods: According to a series of experimental approaches, including immunofluorescence (IF), immunoblotting (IB), siRNA and GFP-mRFP-LC3 plasmid transfection, respectively, we have found that flubendazole is capable of inducing autophagic cell death and apoptosis, thus exerting some anti-proliferative and anti-migration activity in TNBC cells. The therapeutic effects of flubendazole were evaluated by xenograft mouse models, followed by immunohistochemistry (IHC), IF and IB. Changes in the gene expression profiles of flubendazole-treated TNBC cells were analyzed by RNA sequencing (RNA-seq) and validated by IB. The potential binding mode of flubendazole and EVA1A was predicted by molecular docking and demonstrated by site-directed mutagenesis. Results: We have presently found that flubendazole exhibits a considerable anti-proliferative activity in vitro and in vivo. Mechanistically, the induction of autophagic cell death appears to be pivotal for flubendazole-mediated growth inhibition of TNBC cells, whereas blocking autophagy was able to improve the survival rate and migration ability of flubendazole-treated TNBC cells. Specifically, RNA-seq analysis showed that flubendazole treatment could promote the up-regulation of EVA1A. Flubendazole may regulate autophagy and apoptosis by targeting EVA1A, thus affecting the mechanisms of TNBC proliferation and migration. Furthermore, Thr113 may be the key amino acid residues for the binding of flubendazole to EVA1A. Conclusion: Our results provide novel insights towards the putative anti-cancer efficacy of flubendazole. Furthermore, here we show that flubendazole could serve as a potential therapeutic drug in TNBC. Altogether, this study highlights the possibility of this repurposed autophagic inducer for future cancer treatments."
New Insights into the Implication of Epigenetic Alterations in the EMT of Triple Negative Breast Cancer,"[{'authorId': '102479359', 'name': 'Noura Khaled'}, {'authorId': '4720861', 'name': 'Y. Bidet'}]",79,2019,6ea395dadb35b847d72e7397752c48855f3935d2,"Breast cancer is the most common cancer and leading cause of cancer death among women worldwide, encompassing a wide heterogeneity of subtypes with different clinical features. During the last two decades, the use of targeted therapies has emerged in clinical research in order to increase treatment efficiency, improve prognosis and reduce recurrence. However, the triple negative breast cancer (TNBC) subtype remains a clinical challenge, with poor prognosis since no therapeutic targets have been identified. This aggressive breast cancer entity lacks expression of oestrogen receptor (ER) and progesterone receptor (PR), and it does not overexpress human epidermal growth factor receptor 2 (HER2). The major reason for TNBC poor prognosis is early therapeutic escape from conventional treatments, leading to aggressive metastatic relapse. Metastases occur after an epithelial-mesenchymal transition EMT of epithelial cells, allowing them to break free from the primary tumour site and to colonize distant organs. Cancer-associated EMT consists not only of acquired migration and invasion ability, but involves complex and comprehensive reprogramming, including changes in metabolism, expression levels and epigenetic. Recently, many studies have considered epigenetic alterations as the primary initiator of cancer development and metastasis. This review builds a picture of the epigenetic modifications implicated in the EMT of breast cancer. It focuses on TNBC and allows comparisons with other subtypes. It emphasizes the role of the main epigenetic modifications lncRNAs, miRNAs, histone and DNA- modifications in tumour invasion and appearance of metastases. These epigenetic alterations can be considered biomarkers representing potential diagnostic and prognostic factors in order to define a global metastatic signature for TNBC."
RAD51 Mediates Resistance of Cancer Stem Cells to PARP Inhibition in Triple-Negative Breast Cancer,"[{'authorId': '2108146903', 'name': 'Yajing Liu'}, {'authorId': '6977708', 'name': 'Monika L. Burness'}, {'authorId': '1398203661', 'name': 'Rachel Martin-Trevino'}, {'authorId': '66600021', 'name': 'Joe L. Guy'}, {'authorId': '39349607', 'name': 'S. Bai'}, {'authorId': '49470910', 'name': 'R. Harouaka'}, {'authorId': '3339506', 'name': 'Michael D. Brooks'}, {'authorId': '144456484', 'name': 'L. Shang'}, {'authorId': '46371671', 'name': 'A. Fox'}, {'authorId': '47741304', 'name': 'T. Luther'}, {'authorId': '48424489', 'name': 'April Davis'}, {'authorId': '13930484', 'name': 'T. Baker'}, {'authorId': '40472965', 'name': 'J. Colacino'}, {'authorId': '3684666', 'name': 'Shawn G. Clouthier'}, {'authorId': '9899468', 'name': 'Z. Shao'}, {'authorId': '3621310', 'name': 'M. Wicha'}, {'authorId': '1739348173', 'name': 'Suling Liu'}]",111,2016,c9eaeb141206f498ba8e86c65dda4440f1147ea4,"Introduction: PARP inhibitors have shown promising results in early studies for treatment of breast cancer susceptibility gene (BRCA)–deficient breast cancers; however, resistance ultimately develops. Furthermore, the benefit of PARP inhibitors (PARPi) in triple-negative breast cancers (TNBC) remains unknown. Recent evidence indicates that in TNBCs, cells that display “cancer stem cell” properties are resistant to conventional treatments, mediate tumor metastasis, and contribute to recurrence. The sensitivity of breast cancer stem cells (CSC) to PARPi is unknown. Experimental Design: We determined the sensitivity of breast CSCs to PARP inhibition in BRCA1-mutant and -wild-type TNBC cell lines and tumor xenografts. We also investigated the role of RAD51 in mediating CSC resistance to PARPi in these in vitro and in vivo models. Results: We demonstrated that the CSCs in BRCA1-mutant TNBCs were resistant to PARP inhibition, and that these cells had both elevated RAD51 protein levels and activity. Downregulation of RAD51 by shRNA sensitized CSCs to PARP inhibition and reduced tumor growth. BRCA1–wild-type cells were relatively resistant to PARP inhibition alone, but reduction of RAD51 sensitized both CSC and bulk cells in these tumors to PARPi treatment. Conclusions: Our data suggest that in both BRCA1-mutant and BRCA1–wild-type TNBCs, CSCs are relatively resistant to PARP inhibition. This resistance is mediated by RAD51, suggesting that strategies aimed at targeting RAD51 may increase the therapeutic efficacy of PARPi. Clin Cancer Res; 23(2); 514–22. ©2016 AACR."
Biological Subtypes of Triple-Negative Breast Cancer,"[{'authorId': '5058019', 'name': 'M. Hubalek'}, {'authorId': '26498927', 'name': 'T. Czech'}, {'authorId': '2151194690', 'name': 'H. Müller'}]",96,2017,eff6e185f72ef7438b75b0dbc379b512e6497f9d,"Triple-negative breast cancers (TNBCs) are defined as tumors that are negative for estrogen, progesterone and HER-2 receptor. At a percentage of 10-20% TNBCs represent a minority in all breast cancers. However, because of the poor prognosis this particular subtype, triple negative disease accounts for a disproportionate number of metastatic cases and breast cancer deaths. Identification of its subtypes is essential for understanding the biological characteristics and clinical behavior of TNBC, as well as for developing personalized treatments. This review will focus on the great progress that has been made in the past few years on identifying new targets in TNBC subtypes and a variety of new treatment options that are on the verge of routine clinical application."
"Neoadjuvant therapy for triple-negative breast cancer: potential predictive biomarkers of activity and efficacy of platinum chemotherapy, PARP- and immune-checkpoint-inhibitors","[{'authorId': '35900215', 'name': 'G. Garufi'}, {'authorId': '3489651', 'name': 'A. Palazzo'}, {'authorId': '40150440', 'name': 'I. Paris'}, {'authorId': '5530013', 'name': 'A. Orlandi'}, {'authorId': '3356421', 'name': 'A. Cassano'}, {'authorId': '35346974', 'name': 'G. Tortora'}, {'authorId': '80254560', 'name': 'G. Scambia'}, {'authorId': '47786298', 'name': 'E. Bria'}, {'authorId': '3666057', 'name': 'L. Carbognin'}]",47,2020,32837082156fc1f78905a1f30188a64b83e58ff9,"ABSTRACT Introduction Despite recent advances in the molecular characterization of triple-negative breast cancer (TNBC), the standard treatment for early-stage TNBC is represented by the historically used anthracycline and taxane-based chemotherapy. In this modern era of precision medicine, several new therapeutic strategies and novel agents have been investigated in the neoadjuvant setting of TNBC, in order to individualize treatment. Areas covered This review provides a comprehensive overview of the currently available evidence regarding the activity and efficacy of platinum agents, PARP- and immune-checkpoint-inhibitors for the neoadjuvant treatment of TNBC, highlighting the available data on potential predictive biomarkers of response or resistance to such treatments. Expert opinion The genomic and immune landscape of TNBC has encouraged the exploration of drugs that interfere with the DNA repair mechanism and that modulate immune response. Overall, these drugs seem to improve the pCR rate in TNBC, despite preliminary and heterogeneous results. Taking into account the economic issues and the side effects of these drugs, it is crucial to further explore the potential predictive role of BRCA mutational status and homologous recombination deficiency score, for platinum agents and PARP-inhibitors, and tumor infiltrating lymphocytes and other immune biomarkers for checkpoint inhibitors, respectively."
Triple negative breast cancer: shedding light onto the role of pi3k/akt/mtor pathway,"[{'authorId': '4107181', 'name': 'D. Massihnia'}, {'authorId': '5228570', 'name': 'A. Galvano'}, {'authorId': '6613945', 'name': 'D. Fanale'}, {'authorId': '2110387545', 'name': 'A. Perez'}, {'authorId': '5226344', 'name': 'M. Castiglia'}, {'authorId': '7258913', 'name': 'L. Incorvaia'}, {'authorId': '152206500', 'name': 'A. Listì'}, {'authorId': '35616962', 'name': 'S. Rizzo'}, {'authorId': '47388786', 'name': 'G. Cicero'}, {'authorId': '4191843', 'name': 'V. Bazan'}, {'authorId': '2154737', 'name': 'S. Castorina'}, {'authorId': '144543012', 'name': 'A. Russo'}]",99,2016,94fbb53c02cc2996c139f323547508f080cff317,"Breast cancer is one of the most widespread carcinoma and one of the main causes of cancer-related death worldwide, especially in women aged between 35 and 75 years. Among the different subtypes, triple negative breast cancer (TNBC) is characterized by the total absence of the estrogen-receptor (ER) and progesteron-receptor (PR) expression as well as the lack of human epidermal growth factor receptor 2 (HER2) overexpression or gene amplification. These biological characteristics confer to TNBC a higher aggressiveness and relapse risk along with poorer prognosis compared to other subtypes. Indeed, 5-years survival rate is still low and almost all patients die, despite any adjuvant treatment which at moment represents the heading pharmacological approach. To date, several clinical trials have been designed to investigate the potential role of some molecular markers, such as VEGF, EGFR, Src and mTOR, for targeted treatments in TNBC. In fact, many inhibitors of the PI3K/AKT/mTOR pathway, frequently de-regulated in TNBC, are acquiring a growing interest and several inhibitors are in preclinical development or already in early phase clinical trials. In this Review, we investigated the role of the PI3K/AKT/mTOR pathway in TNBC patients, by summarizing the molecular features that led to the distinction of different histotypes of TNBC. Furthermore, we provided an overview of the inhibition mechanisms of the mTOR and PI3K/AKT signaling pathways, highlighting the importance of integrating biological and clinical data for the development of mTOR inhibitors in order to implement targeted therapies for TNBC patients."
Theranostics of Triple-Negative Breast Cancer Based on Conjugated Polymer Nanoparticles.,"[{'authorId': '11023038', 'name': 'Guorui Jin'}, {'authorId': '15846107', 'name': 'Rongyan He'}, {'authorId': '2155191985', 'name': 'Qian Liu'}, {'authorId': '47754437', 'name': 'Yuqing Dong'}, {'authorId': '143953674', 'name': 'Min Lin'}, {'authorId': '2139247181', 'name': 'Wenfang Li'}, {'authorId': '2152478776', 'name': 'Feng Xu'}]",80,2018,a10ed1c20c3ededdbfdb0c576ada01486d4bdd21,"Triple-negative breast cancer (TNBC) does not respond to many targeted drugs due to the lack of three receptors (i.e., estrogen receptor, progesterone receptor, and human epidermal growth factor receptor-2), which makes it difficult for TNBC detection and treatment. As compared to traditional breast cancer treatments such as surgery and chemotherapy, photodynamic therapy (PDT) has emerged as a promising approach for treating TNBC due to its precise controllability, high spatiotemporal accuracy, and minimal invasive nature. However, traditional photosensitizers used in PDT are associated with limitations of aggregation-caused quenching (ACQ), and the ACQ induced a significant decrease in reactive oxygen species (ROS) generation. To address these, we synthesized a cyclic arginine-glycine-aspartic acid (cRGD) peptide-decorated conjugated polymer (CP) nanoparticles with poly[2-methoxy-5-(2-ethyl-hexyloxy)-1,4-phenylenevinylene] (MEH-PPV) as the photosensitizer for the theranostics of TNBC. The synthesized CP nanoparticles show bright fluorescence with high stability and could effectively produce ROS under light irradiation. Cell viability studies showed that the CP nanoparticles have negligible dark cytotoxicity and could efficiently kill the αvβ3 integrin-overexpressed MDA-MB-231 cells (one subtype of TNBC cells) in a selective way. With the use of cRGD-modified MEH-PPV nanoparticles as the theranostic agent, it permits targeted imaging and PDT of TNBC both in the in vitro 3D tumor model and in living mice. The application of CP nanoparticles in the successful theranostics of TNBC could pave the way for future development of CP-based photosensitizers for clinical applications."
Higher Absolute Lymphocyte Counts Predict Lower Mortality from Early-Stage Triple-Negative Breast Cancer,"[{'authorId': '6893054', 'name': 'A. Afghahi'}, {'authorId': '28057345', 'name': 'N. Purington'}, {'authorId': '3885102', 'name': 'Summer S. Han'}, {'authorId': '48499995', 'name': 'M. Desai'}, {'authorId': '145192191', 'name': 'E. Pierson'}, {'authorId': '32716879', 'name': 'Maya B. Mathur'}, {'authorId': '17888407', 'name': 'Tina Seto'}, {'authorId': '4011109', 'name': 'C. Thompson'}, {'authorId': '144180710', 'name': 'J. Rigdon'}, {'authorId': '2996159', 'name': 'M. Telli'}, {'authorId': '2066226', 'name': 'S. Badve'}, {'authorId': '47514662', 'name': 'C. Curtis'}, {'authorId': '145601323', 'name': 'R. West'}, {'authorId': '9484103', 'name': 'K. Horst'}, {'authorId': '2279228', 'name': 'S. Gomez'}, {'authorId': '2172119942', 'name': 'J. Ford'}, {'authorId': '145080723', 'name': 'G. Sledge'}, {'authorId': '9246781', 'name': 'A. Kurian'}]",72,2018,90aca208bd0a5f33080ee96d7115840ac98a1396,"Purpose: Tumor-infiltrating lymphocytes (TIL) in pretreatment biopsies are associated with improved survival in triple-negative breast cancer (TNBC). We investigated whether higher peripheral lymphocyte counts are associated with lower breast cancer–specific mortality (BCM) and overall mortality (OM) in TNBC. Experimental Design: Data on treatments and diagnostic tests from electronic medical records of two health care systems were linked with demographic, clinical, pathologic, and mortality data from the California Cancer Registry. Multivariable regression models adjusted for age, race/ethnicity, socioeconomic status, cancer stage, grade, neoadjuvant/adjuvant chemotherapy use, radiotherapy use, and germline BRCA1/2 mutations were used to evaluate associations between absolute lymphocyte count (ALC), BCM, and OM. For a subgroup with TIL data available, we explored the relationship between TILs and peripheral lymphocyte counts. Results: A total of 1,463 stage I–III TNBC patients were diagnosed from 2000 to 2014; 1,113 (76%) received neoadjuvant/adjuvant chemotherapy within 1 year of diagnosis. Of 759 patients with available ALC data, 481 (63.4%) were ever lymphopenic (minimum ALC <1.0 K/μL). On multivariable analysis, higher minimum ALC, but not absolute neutrophil count, predicted lower OM [HR = 0.23; 95% confidence interval (CI), 0.16–0.35] and BCM (HR = 0.19; CI, 0.11–0.34). Five-year probability of BCM was 15% for patients who were ever lymphopenic versus 4% for those who were not. An exploratory analysis (n = 70) showed a significant association between TILs and higher peripheral lymphocyte counts during neoadjuvant chemotherapy. Conclusions: Higher peripheral lymphocyte counts predicted lower mortality from early-stage, potentially curable TNBC, suggesting that immune function may enhance the effectiveness of early TNBC treatment. Clin Cancer Res; 24(12); 2851–8. ©2018 AACR."
Emerging targeted therapies in triple-negative breast cancer.,"[{'authorId': '143852522', 'name': 'J. Crown'}, {'authorId': '1389234486', 'name': 'J. O’Shaughnessy'}, {'authorId': '38246023', 'name': 'G. Gullo'}]",213,2012,23fc12f6bc071dfcf7a706bea50441bfa5738a57,"Standard chemotherapy regimens can prove effective for patients with early triple-negative breast cancer (TNBC); however, patients with advanced disease typically respond poorly and rapidly progress, and the outcome is poor. New targeted therapies are therefore an urgent unmet medical need for this patient population. Translational and clinical studies into new TNBC treatments have been facilitated by the increased understanding of the aberrant signal transduction pathways regulating growth and survival and the development of chemoresistance in TNBC. Some of the established targeted agents that have been approved in other indications may prove beneficial to patients with TNBC; however, in the absence of approved targeted agents for the treatment of TNBC, most new agents remain experimental. Increased understanding of molecular profiles of TNBC subtypes is likely to improve therapeutic strategies with targeted agents. Novel strategies have reached clinical evaluation in patients with TNBC, including targeting angiogenesis vascular endothelial growth factor and proliferation signalling (receptor tyrosine kinases and mammalian target of rapamycin). Aggressive TNBCs have been found to associate closely with BRCA1 mutation or dysregulation. The recent development of new investigational agents targeting DNA repair, either directly with poly(adenosine disphosphate-ribose) polymerase inhibitors or indirectly through DNA-binding or DNA-damage potentiation, is a major focus of current clinical studies. These and other targeted therapies represent a new approach to TNBC therapy."
